Transaction_ID,Date,Customer_Name,Product,Total_Items,Total_Cost,Payment_Method,City,Store_Type,Discount_Applied,Customer_Category,Season,Promotion,Street
1000005675,2023-05-30 09:50:27,Kimberly Carter DDS,"['Dish Soap', 'Razors', 'Cheese']",1,23.34,Mobile Payment,Los Angeles,Convenience Store,True,Teenager,Fall,BOGO (Buy One Get One),Sunset Strip
1000005676,2020-03-27 07:54:33,Steven Malone,"['Eggs', 'Pasta', 'Shampoo', 'Coffee', 'Jam']",7,98.24,Cash,Seattle,Specialty Store,True,Young Adult,Fall,BOGO (Buy One Get One),University Way
1000005677,2022-02-13 22:44:58,Judith Cantrell,['Sponges'],3,65.89,Cash,Dallas,Department Store,False,Retiree,Fall,,Knox Street
1000005678,2023-06-14 15:01:32,Sarah Reid,"['Toothpaste', 'Tomatoes', 'Mop', 'Razors']",4,98.53,Credit Card,New York,Pharmacy,False,Young Adult,Fall,,Madison Avenue
1000005679,2021-09-01 10:31:13,Terry Anderson,"['Paper Towels', 'Pickles', 'Dish Soap', 'Shrimp', 'Light Bulbs']",2,43.32,Mobile Payment,Houston,Pharmacy,True,Student,Spring,Discount on Selected Items,Woodway Drive
1000005680,2022-06-28 11:22:20,Mark Bryant,['Shower Gel'],2,89.54,Debit Card,Boston,Supermarket,True,Homemaker,Winter,Discount on Selected Items,Harvard Street
1000005681,2022-11-07 01:06:09,Joseph Fletcher DDS,"['Hand Sanitizer', 'Banana', 'Yogurt', 'Soap', 'Soda']",1,95.97,Credit Card,Houston,Warehouse Club,False,Homemaker,Summer,Discount on Selected Items,Richmond Avenue
1000005682,2022-10-04 10:36:14,Sandra Adams,"['Vinegar', 'Baby Wipes', 'Deodorant', 'Potatoes', 'Bread']",9,18.97,Cash,Los Angeles,Warehouse Club,False,Professional,Summer,Discount on Selected Items,Melrose Avenue
1000005683,2022-01-24 07:27:40,Michelle Lee,"['Diapers', 'Hair Gel', 'Lawn Mower']",7,92.92,Mobile Payment,Seattle,Pharmacy,True,Young Adult,Winter,,Aurora Avenue
1000005684,2024-03-23 12:44:02,William Murphy,"['Light Bulbs', 'Salmon', 'Potatoes']",8,90.0,Credit Card,San Francisco,Pharmacy,False,Student,Fall,BOGO (Buy One Get One),Haight Street
1000005685,2020-01-11 23:31:13,Cody Smith,"['Power Strips', 'Toothpaste', 'Canned Soup', 'Paper Towels', 'Rice']",9,37.78,Cash,Boston,Pharmacy,True,Retiree,Winter,,Newbury Street
1000005686,2022-03-04 18:52:14,Joseph Stanton,"['Rice', 'Insect Repellent', 'Mustard']",4,42.86,Cash,San Francisco,Department Store,True,Young Adult,Fall,,California Street
1000005687,2020-10-09 12:15:10,Anthony White,"['Feminine Hygiene Products', 'Beef']",7,51.56,Credit Card,Atlanta,Convenience Store,False,Professional,Winter,BOGO (Buy One Get One),North Avenue
1000005688,2020-12-23 10:37:29,Amanda Flores,['Canned Soup'],3,94.04,Debit Card,Chicago,Specialty Store,False,Professional,Summer,,Cermak Road
1000005689,2021-01-09 00:22:08,William Williams,"['Hand Sanitizer', 'Bath Towels', 'Razors']",9,82.86,Credit Card,Houston,Department Store,True,Student,Spring,,Southwest Freeway
1000005690,2021-11-05 15:41:02,Anthony Johnson,"['Peanut Butter', 'Tuna', 'Ice Cream', 'Light Bulbs', 'Salmon']",10,43.39,Credit Card,Seattle,Warehouse Club,True,Homemaker,Fall,BOGO (Buy One Get One),Capitol Hill
1000005691,2020-10-27 06:22:34,Richard Fritz,"['Vacuum Cleaner', 'Carrots']",9,79.51,Credit Card,Boston,Department Store,True,Homemaker,Winter,BOGO (Buy One Get One),Harvard Street
1000005692,2022-09-23 06:02:35,Jennifer Richardson,"['Dishware', 'Lawn Mower']",4,79.13,Mobile Payment,San Francisco,Supermarket,True,Homemaker,Summer,,Oak Street
1000005693,2023-07-15 00:43:01,Kim Baird,"['Dishware', 'Ironing Board', 'Shaving Cream']",1,76.03,Cash,Miami,Pharmacy,True,Young Adult,Winter,,Calle Ocho
1000005694,2021-08-04 22:02:17,Megan Robles,"['Tissues', 'Sponges']",3,52.5,Debit Card,Seattle,Warehouse Club,False,Retiree,Fall,,12th Avenue
1000005695,2022-12-06 04:46:40,Gregory Hudson,['Tuna'],4,99.34,Mobile Payment,New York,Supermarket,False,Retiree,Winter,Discount on Selected Items,Times Square
1000005696,2020-06-25 05:39:36,Brenda Perry,"['Butter', 'Trash Cans', 'Pasta']",3,26.97,Cash,New York,Supermarket,True,Teenager,Spring,BOGO (Buy One Get One),Wall Street
1000005697,2020-08-05 07:00:01,Richard Sanchez,['Shaving Cream'],8,39.7,Mobile Payment,Chicago,Convenience Store,False,Senior Citizen,Spring,BOGO (Buy One Get One),Wacker Drive
1000005698,2023-08-23 01:39:06,David Figueroa,"['Cleaning Rags', 'Olive Oil']",7,87.76,Credit Card,Atlanta,Supermarket,True,Middle-Aged,Winter,Discount on Selected Items,Ponce de Leon Avenue
1000005699,2020-01-19 11:21:42,Hannah Williams,"['Cleaning Spray', 'Insect Repellent', 'Toilet Paper']",1,25.85,Debit Card,Dallas,Specialty Store,True,Student,Spring,BOGO (Buy One Get One),Knox Street
1000005700,2023-06-23 11:04:17,Kristin Benton,"['Apple', 'Pancake Mix', 'Shaving Cream', 'Extension Cords']",3,41.27,Cash,Los Angeles,Department Store,False,Senior Citizen,Winter,BOGO (Buy One Get One),Hollywood Boulevard
1000005701,2021-05-17 12:44:26,Crystal Contreras,['Ironing Board'],6,32.65,Credit Card,Miami,Warehouse Club,False,Student,Spring,BOGO (Buy One Get One),Ocean Drive
1000005702,2024-01-30 17:56:29,Travis Diaz,['Potatoes'],5,81.04,Credit Card,Boston,Warehouse Club,False,Professional,Summer,,Charles Street
1000005703,2024-02-21 18:42:42,Luke Williams,"['Tomatoes', 'Butter', 'Lawn Mower', 'Milk', 'Hand Sanitizer']",9,50.45,Credit Card,Los Angeles,Warehouse Club,False,Senior Citizen,Fall,Discount on Selected Items,Rodeo Drive
1000005704,2020-03-24 12:20:12,Nicholas Casey,"['Toothbrush', 'Onions', 'Salmon', 'Ironing Board', 'Tuna']",4,77.74,Mobile Payment,Los Angeles,Specialty Store,True,Homemaker,Fall,,Rodeo Drive
1000005705,2021-11-30 20:51:26,Justin Alvarez,"['Insect Repellent', 'Ironing Board']",3,29.52,Credit Card,San Francisco,Department Store,True,Professional,Fall,BOGO (Buy One Get One),Oak Street
1000005706,2021-10-23 05:27:19,Brooke Marshall,"['Water', 'Laundry Detergent', 'Chips', 'Toilet Paper', 'Peanut Butter']",2,29.13,Cash,Atlanta,Pharmacy,True,Student,Winter,Discount on Selected Items,Spring Street
1000005707,2020-06-13 04:05:07,Jessica Morse,"['Carrots', 'Tomatoes', 'Power Strips', 'Laundry Detergent', 'Carrots']",5,21.65,Credit Card,Seattle,Convenience Store,False,Young Adult,Winter,,Lake Union Loop
1000005708,2024-05-08 10:22:01,Mr. Clinton Jones,"['Syrup', 'Apple', 'Carrots', 'Plant Fertilizer', 'Trash Cans']",1,55.36,Credit Card,Atlanta,Warehouse Club,True,Retiree,Spring,BOGO (Buy One Get One),Decatur Street
1000005709,2023-06-12 03:53:20,Collin Thomas,"['Cheese', 'Toothpaste', 'Apple', 'Spinach']",6,70.21,Cash,Dallas,Specialty Store,True,Homemaker,Winter,,Main Street
1000005710,2023-07-17 20:59:59,Stephen Jenkins,"['Water', 'Butter']",4,89.58,Cash,Atlanta,Convenience Store,False,Professional,Fall,,West Peachtree Street
1000005711,2022-05-23 18:29:50,Jared Rice,"['Pasta', 'Shampoo', 'Dish Soap', 'Toilet Paper']",1,24.36,Credit Card,Dallas,Supermarket,False,Middle-Aged,Spring,BOGO (Buy One Get One),Knox Street
1000005712,2022-01-05 20:44:50,Marie Fletcher,"['Dishware', 'Dishware', 'Hair Gel']",2,48.76,Credit Card,San Francisco,Department Store,False,Retiree,Summer,BOGO (Buy One Get One),Geary Street
1000005713,2022-05-09 09:13:41,Carlos Jones,"['Butter', 'Chicken', 'Toilet Paper']",3,83.28,Debit Card,Atlanta,Pharmacy,False,Student,Fall,BOGO (Buy One Get One),Georgia Tech Drive
1000005714,2024-01-12 09:14:10,Misty Perez,"['Jam', 'Cereal', 'Dish Soap', 'Hair Gel']",5,9.84,Debit Card,Seattle,Convenience Store,True,Senior Citizen,Spring,,Pike Street
1000005715,2021-06-24 05:39:34,Robert Johnston,"['Plant Fertilizer', 'Iron', 'Toothpaste']",7,35.31,Cash,Boston,Supermarket,True,Professional,Summer,BOGO (Buy One Get One),Commonwealth Avenue
1000005716,2023-05-06 15:43:28,Destiny Ramirez,"['Mop', 'Jam', 'Rice', 'Hand Sanitizer']",3,35.85,Credit Card,Seattle,Specialty Store,False,Middle-Aged,Fall,BOGO (Buy One Get One),12th Avenue
1000005717,2024-04-23 11:35:43,Alex Walker,"['Salmon', 'Pancake Mix', 'Milk']",8,43.45,Cash,Boston,Convenience Store,False,Senior Citizen,Fall,,Tremont Street
1000005718,2021-10-23 04:34:23,Aaron Medina,"['Bread', 'Rice', 'Banana']",2,36.2,Mobile Payment,San Francisco,Pharmacy,False,Homemaker,Spring,,Mission Street
1000005719,2023-01-08 10:10:56,Samantha Boone,"['Carrots', 'Ketchup', 'Toilet Paper']",9,29.44,Mobile Payment,Los Angeles,Specialty Store,True,Professional,Summer,Discount on Selected Items,Venice Boulevard
1000005720,2021-07-17 08:41:31,Danny Conley,"['Cereal Bars', 'Broom', 'Olive Oil', 'Razors']",8,12.91,Credit Card,Seattle,Warehouse Club,False,Teenager,Summer,BOGO (Buy One Get One),Broadway Avenue
1000005721,2022-08-03 11:01:04,Michelle Rogers,"['Onions', 'Shrimp']",6,96.55,Credit Card,Atlanta,Specialty Store,False,Homemaker,Winter,BOGO (Buy One Get One),Spring Street
1000005722,2023-04-17 15:23:41,William Baker,"['Dishware', 'Cleaning Spray', 'Bath Towels']",10,28.53,Debit Card,Houston,Department Store,True,Middle-Aged,Spring,,Bay Area Boulevard
1000005723,2023-02-10 01:53:09,Shari Owens,"['Hand Sanitizer', 'Vacuum Cleaner', 'Water', 'Canned Soup', 'Broom']",1,37.28,Debit Card,Miami,Specialty Store,False,Professional,Spring,Discount on Selected Items,Flagler Street
1000005724,2023-08-26 04:38:36,Natalie Smith,"['Plant Fertilizer', 'Extension Cords']",9,56.43,Mobile Payment,Atlanta,Warehouse Club,False,Homemaker,Spring,,Howell Mill Road
1000005725,2021-10-03 20:03:10,Lucas Lopez,['Potatoes'],5,54.77,Mobile Payment,Chicago,Convenience Store,True,Middle-Aged,Summer,,Roosevelt Road
1000005726,2023-11-03 13:43:47,Maria Gross,"['Tomatoes', 'Rice', 'Diapers', 'Pasta']",2,34.28,Credit Card,Chicago,Department Store,True,Student,Winter,BOGO (Buy One Get One),Lake Shore Drive
1000005727,2020-03-13 09:31:07,Kyle Santos,"['Trash Cans', 'Cleaning Rags']",1,90.3,Credit Card,Chicago,Specialty Store,False,Teenager,Summer,BOGO (Buy One Get One),Rush Street
1000005728,2020-10-18 07:17:13,Christina Patel,"['Orange', 'Onions', 'Tomatoes', 'Toothbrush', 'Toilet Paper']",7,52.5,Debit Card,New York,Department Store,True,Middle-Aged,Summer,BOGO (Buy One Get One),Times Square
1000005729,2021-02-20 21:45:08,Tina Walker,"['Banana', 'Power Strips', 'Salmon', 'Mustard']",5,71.5,Debit Card,Chicago,Pharmacy,True,Student,Winter,,Halsted Street
1000005730,2020-02-26 08:55:02,Tiffany Martinez,['Milk'],2,50.0,Credit Card,Seattle,Specialty Store,True,Middle-Aged,Fall,Discount on Selected Items,Pike Street
1000005731,2020-05-13 06:27:35,Kristy Martinez,"['Hand Sanitizer', 'Tea']",9,39.16,Credit Card,New York,Pharmacy,False,Retiree,Spring,BOGO (Buy One Get One),East River Drive
1000005732,2021-04-08 19:50:46,George Gonzales,['Feminine Hygiene Products'],1,40.04,Cash,Chicago,Convenience Store,False,Teenager,Spring,,Cermak Road
1000005733,2022-06-10 17:52:27,Alyssa Davila,['Potatoes'],3,69.81,Mobile Payment,Seattle,Supermarket,True,Retiree,Fall,Discount on Selected Items,12th Avenue
1000005734,2024-04-25 12:09:45,Amanda Harris,"['Shaving Cream', 'Feminine Hygiene Products']",3,27.04,Cash,New York,Specialty Store,True,Young Adult,Fall,Discount on Selected Items,Madison Avenue
1000005735,2021-06-30 17:16:42,Daniel Peterson,"['Olive Oil', 'Shaving Cream']",4,28.19,Mobile Payment,San Francisco,Convenience Store,False,Retiree,Summer,BOGO (Buy One Get One),Geary Street
1000005736,2022-11-27 04:43:15,Erik Willis,['Shower Gel'],5,60.83,Cash,Seattle,Specialty Store,False,Student,Fall,Discount on Selected Items,University Way
1000005737,2023-10-21 03:28:03,Andrew Andrews,"['Power Strips', 'Peanut Butter', 'Mop', 'Lawn Mower']",2,16.5,Cash,Dallas,Warehouse Club,False,Retiree,Summer,,Lemmon Avenue
1000005738,2023-05-28 08:15:59,Thomas Davis MD,['Milk'],2,31.96,Cash,Seattle,Specialty Store,False,Senior Citizen,Winter,Discount on Selected Items,Pike Street
1000005739,2023-05-22 17:18:08,Christina Barker,['Tuna'],6,87.36,Cash,New York,Warehouse Club,False,Professional,Winter,Discount on Selected Items,5th Avenue
1000005740,2024-03-27 04:06:44,Marcus Knapp,"['Mop', 'Lawn Mower']",5,48.05,Cash,Dallas,Warehouse Club,False,Student,Fall,,Lemmon Avenue
1000005741,2022-08-22 16:36:51,William Ward,"['Shampoo', 'BBQ Sauce', 'Bath Towels']",1,45.44,Mobile Payment,Atlanta,Supermarket,False,Teenager,Summer,,Spring Street
1000005742,2024-03-31 08:06:13,Dustin Wheeler,"['Shaving Cream', 'Cheese', 'Carrots', 'Trash Bags', 'Iron']",3,89.54,Cash,Los Angeles,Supermarket,True,Retiree,Spring,BOGO (Buy One Get One),Hollywood Boulevard
1000005743,2022-12-03 01:33:57,Jacqueline Lewis,"['Mustard', 'Deodorant']",9,54.05,Credit Card,New York,Department Store,True,Senior Citizen,Spring,BOGO (Buy One Get One),Times Square
1000005744,2021-07-15 05:41:49,Beth Wolfe,"['Butter', 'Shampoo', 'Vacuum Cleaner']",5,97.64,Debit Card,New York,Department Store,False,Teenager,Winter,,Times Square
1000005745,2021-10-22 23:07:07,Tammy Morrison,"['Light Bulbs', 'Tissues']",6,28.89,Debit Card,Boston,Pharmacy,True,Young Adult,Fall,,Newbury Street
1000005746,2020-06-09 17:14:54,Vanessa Schroeder,"['Shampoo', 'Garden Hose', 'Milk', 'Syrup']",1,36.91,Debit Card,New York,Department Store,False,Retiree,Winter,,Park Avenue
1000005747,2021-10-03 16:41:21,Jennifer Flores,['Air Freshener'],1,91.92,Mobile Payment,New York,Department Store,True,Teenager,Summer,Discount on Selected Items,Madison Avenue
1000005748,2020-01-24 11:44:39,Daniel Delacruz,['Pancake Mix'],5,65.17,Cash,Dallas,Warehouse Club,True,Homemaker,Spring,Discount on Selected Items,Ross Avenue
1000005749,2020-03-20 16:51:06,Maria Harris,['Cereal Bars'],10,49.46,Debit Card,Dallas,Warehouse Club,True,Teenager,Fall,,Highland Park Road
1000005750,2022-10-13 03:03:02,Amy Gomez,['BBQ Sauce'],10,11.13,Mobile Payment,Dallas,Supermarket,True,Young Adult,Spring,,Main Street
1000005751,2023-04-07 00:17:03,Elizabeth Case,"['Syrup', 'Cheese', 'Shower Gel', 'Vinegar']",8,43.47,Cash,Miami,Specialty Store,False,Middle-Aged,Winter,Discount on Selected Items,Alton Road
1000005752,2022-05-29 18:34:09,Victoria Thompson,"['Soap', 'Toothpaste', 'Iron', 'Soap', 'Iron']",4,62.62,Mobile Payment,Boston,Specialty Store,True,Homemaker,Winter,,Highland Avenue
1000005753,2022-10-30 07:29:12,Brian Edwards,"['Dish Soap', 'Toilet Paper', 'Toothbrush', 'Diapers', 'Beef']",1,87.09,Mobile Payment,Los Angeles,Pharmacy,False,Homemaker,Winter,,Main Street
1000005754,2020-04-12 01:50:09,Craig Chung,['Ironing Board'],6,76.92,Credit Card,Chicago,Department Store,True,Middle-Aged,Winter,Discount on Selected Items,State Street
1000005755,2020-07-08 17:42:49,Emily Hill,['Potatoes'],1,45.21,Credit Card,Dallas,Convenience Store,True,Senior Citizen,Summer,BOGO (Buy One Get One),Oak Lawn Avenue
1000005756,2020-11-05 16:25:02,Joshua Watson,"['Salmon', 'Pancake Mix', 'Sponges']",10,87.56,Credit Card,Los Angeles,Specialty Store,False,Teenager,Spring,BOGO (Buy One Get One),Main Street
1000005757,2020-12-07 05:32:44,Greg Joyce,"['Salmon', 'Vinegar', 'Orange', 'Honey', 'Rice']",6,85.21,Credit Card,Chicago,Supermarket,True,Professional,Summer,,Wacker Drive
1000005758,2021-08-18 20:58:20,Christopher Simpson,"['Pancake Mix', 'Tea']",3,82.67,Credit Card,Miami,Convenience Store,True,Homemaker,Summer,BOGO (Buy One Get One),Biscayne Boulevard
1000005759,2021-04-10 04:10:35,Kathryn Knox,"['Trash Bags', 'Honey', 'Water', 'Garden Hose', 'Honey']",4,93.78,Debit Card,Atlanta,Warehouse Club,False,Middle-Aged,Fall,Discount on Selected Items,North Avenue
1000005760,2022-01-09 22:23:05,Olivia Dean,"['Carrots', 'Diapers', 'Salmon', 'Hand Sanitizer']",6,43.74,Mobile Payment,San Francisco,Warehouse Club,True,Retiree,Winter,Discount on Selected Items,Mission Street
1000005761,2023-02-02 03:04:38,Ashley Allen,"['Ice Cream', 'Coffee', 'Water']",4,92.34,Cash,San Francisco,Department Store,False,Senior Citizen,Winter,Discount on Selected Items,Fillmore Street
1000005762,2022-06-30 02:16:22,Erica Freeman,"['Cheese', 'Ketchup']",1,45.34,Cash,Dallas,Pharmacy,True,Middle-Aged,Winter,Discount on Selected Items,Main Street
1000005763,2023-04-14 07:51:58,Charles Hardy,"['Dishware', 'Bath Towels', 'Tuna', 'Plant Fertilizer']",7,45.81,Cash,Miami,Specialty Store,True,Homemaker,Winter,BOGO (Buy One Get One),Calle Ocho
1000005764,2022-11-04 06:36:12,Doris Johnson,"['Canned Soup', 'Shrimp']",5,32.74,Credit Card,New York,Warehouse Club,True,Teenager,Winter,BOGO (Buy One Get One),Madison Avenue
1000005765,2023-12-23 15:20:29,James Huynh,"['Mayonnaise', 'Shampoo']",8,92.42,Debit Card,Chicago,Supermarket,False,Homemaker,Winter,BOGO (Buy One Get One),Randolph Street
1000005766,2021-03-19 01:51:42,Gerald Santana,"['Garden Hose', 'Shampoo', 'Shrimp', 'Lawn Mower']",3,10.9,Debit Card,Chicago,Warehouse Club,True,Homemaker,Winter,,State Street
1000005767,2023-11-12 11:17:24,Jessica Guzman,"['Orange', 'Ice Cream', 'Broom', 'Hand Sanitizer']",3,36.7,Debit Card,Chicago,Warehouse Club,False,Homemaker,Winter,Discount on Selected Items,Rush Street
1000005768,2020-10-13 04:00:53,Bradley Thomas,"['Feminine Hygiene Products', 'Tissues']",6,18.93,Cash,Boston,Supermarket,False,Young Adult,Winter,,Highland Avenue
1000005769,2021-10-20 00:59:20,Brian Lopez,"['Shower Gel', 'Diapers']",6,57.01,Credit Card,New York,Warehouse Club,False,Homemaker,Fall,BOGO (Buy One Get One),Park Avenue
1000005770,2022-12-27 06:20:50,Crystal Hamilton,"['Olive Oil', 'Apple', 'Broom', 'Tuna', 'Cleaning Spray']",7,78.74,Debit Card,San Francisco,Department Store,False,Middle-Aged,Summer,,Union Street
1000005771,2022-08-11 12:47:05,Leah Brooks,"['Ice Cream', 'Beef', 'Trash Bags', 'Bread']",5,13.1,Debit Card,New York,Warehouse Club,False,Retiree,Spring,,Greenwich Street
1000005772,2023-11-13 12:41:22,Brenda Smith,"['Vinegar', 'Dish Soap']",3,27.96,Cash,San Francisco,Convenience Store,False,Senior Citizen,Summer,,Oak Street
1000005773,2021-03-14 10:27:15,April Brown,"['BBQ Sauce', 'Orange', 'Laundry Detergent', 'Hair Gel', 'Cleaning Rags']",3,58.02,Credit Card,New York,Warehouse Club,True,Middle-Aged,Winter,BOGO (Buy One Get One),Broadway
1000005774,2020-10-20 22:20:00,Norma Harper,['Ironing Board'],2,50.49,Debit Card,Boston,Supermarket,False,Professional,Summer,BOGO (Buy One Get One),Charles Street
1000005775,2021-02-24 14:59:57,Amanda Contreras,"['Feminine Hygiene Products', 'Vacuum Cleaner', 'Power Strips', 'Banana']",4,63.73,Cash,Seattle,Specialty Store,False,Student,Spring,Discount on Selected Items,1st Avenue
1000005776,2023-07-28 05:27:21,Shaun Harris,"['Orange', 'Broom', 'Mop', 'Diapers']",5,18.19,Debit Card,New York,Department Store,False,Senior Citizen,Summer,,East River Drive
1000005777,2021-10-11 12:56:13,Kelly Holland,"['Sponges', 'Chicken']",7,67.85,Debit Card,Chicago,Department Store,False,Senior Citizen,Summer,,Rush Street
1000005778,2021-10-16 01:19:32,Jessica Calhoun,['Butter'],9,15.34,Mobile Payment,San Francisco,Specialty Store,True,Senior Citizen,Fall,Discount on Selected Items,Oak Street
1000005779,2021-10-13 14:27:18,Scott Wright,"['Ironing Board', 'Chips', 'Olive Oil', 'Bath Towels']",9,11.93,Cash,Houston,Supermarket,False,Professional,Summer,,Richmond Avenue
1000005780,2020-08-28 22:56:52,Melinda Schmidt,['Honey'],5,12.54,Cash,Dallas,Department Store,True,Middle-Aged,Fall,BOGO (Buy One Get One),Ross Avenue
1000005781,2022-11-30 02:13:11,Melissa Greer,"['Butter', 'Toilet Paper', 'Olive Oil', 'Toilet Paper']",2,21.95,Mobile Payment,Miami,Department Store,False,Student,Winter,BOGO (Buy One Get One),Lincoln Road
1000005782,2023-01-24 07:15:55,Alicia Hart,"['Apple', 'Garden Hose', 'Shaving Cream', 'Tea']",5,57.18,Debit Card,New York,Warehouse Club,True,Homemaker,Summer,Discount on Selected Items,Greenwich Street
1000005783,2023-08-19 19:40:58,Natasha Reynolds,"['Yogurt', 'Tissues', 'Salmon', 'Power Strips', 'Mayonnaise']",5,29.13,Cash,Los Angeles,Convenience Store,False,Middle-Aged,Winter,BOGO (Buy One Get One),Main Street
1000005784,2020-05-01 16:35:48,Connie Christensen,"['BBQ Sauce', 'BBQ Sauce', 'Rice']",2,26.97,Credit Card,San Francisco,Specialty Store,False,Teenager,Fall,,Mission Street
1000005785,2023-01-30 16:09:05,Stephen Stephens,['Mustard'],3,69.32,Mobile Payment,New York,Supermarket,False,Senior Citizen,Spring,Discount on Selected Items,Lexington Avenue
1000005786,2022-03-30 09:02:14,Andrew Rosales,"['Hand Sanitizer', 'Soap', 'Dishware', 'Bread', 'Canned Soup']",9,97.74,Credit Card,San Francisco,Pharmacy,False,Senior Citizen,Fall,,Fillmore Street
1000005787,2022-10-20 15:48:12,Adam Holland,"['Trash Cans', 'BBQ Sauce', 'Onions']",10,75.47,Credit Card,Dallas,Pharmacy,False,Middle-Aged,Winter,,Greenville Avenue
1000005788,2022-12-15 04:01:07,David Cortez,"['Sponges', 'Honey', 'Beef']",10,97.51,Debit Card,San Francisco,Supermarket,False,Teenager,Spring,Discount on Selected Items,California Street
1000005789,2020-08-31 07:37:41,Zoe Collier,"['Pasta', 'Mop', 'Shower Gel', 'Vacuum Cleaner', 'Butter']",3,74.0,Mobile Payment,Atlanta,Pharmacy,True,Young Adult,Spring,Discount on Selected Items,Cobb Parkway
1000005790,2023-01-26 01:11:52,Frances Benton,"['Mayonnaise', 'Paper Towels', 'Spinach', 'Cereal Bars']",5,32.78,Mobile Payment,San Francisco,Pharmacy,False,Professional,Fall,,Haight Street
1000005791,2021-08-23 14:26:20,Lisa Cline,['Apple'],5,99.17,Credit Card,Seattle,Supermarket,False,Homemaker,Spring,,Broadway Avenue
1000005792,2022-08-17 23:40:12,Jennifer Briggs,"['Ironing Board', 'Vacuum Cleaner', 'Butter', 'Plant Fertilizer']",9,87.94,Debit Card,Seattle,Specialty Store,True,Teenager,Winter,,Alaskan Way
1000005793,2020-04-08 13:57:09,Martin Miller,['Shaving Cream'],4,8.66,Credit Card,Houston,Convenience Store,False,Middle-Aged,Spring,BOGO (Buy One Get One),Main Street
1000005794,2020-01-02 04:41:04,Valerie Duke,"['Water', 'Beef', 'Shower Gel', 'Syrup', 'Insect Repellent']",2,89.94,Cash,Atlanta,Specialty Store,False,Professional,Fall,Discount on Selected Items,Ponce de Leon Avenue
1000005795,2023-04-23 08:23:00,Andrew Armstrong,"['BBQ Sauce', 'Ironing Board']",10,13.57,Mobile Payment,Dallas,Warehouse Club,True,Homemaker,Fall,BOGO (Buy One Get One),Greenville Avenue
1000005796,2021-11-16 05:04:46,Richard Murphy,['Toilet Paper'],3,50.22,Cash,Atlanta,Supermarket,False,Homemaker,Fall,BOGO (Buy One Get One),Howell Mill Road
1000005797,2020-08-19 22:11:07,Patrick Cross,"['Ice Cream', 'Extension Cords', 'Vinegar']",3,7.96,Debit Card,San Francisco,Department Store,True,Professional,Summer,,Market Street
1000005798,2024-01-04 06:08:48,Andrea Mcdowell,['Trash Bags'],9,61.28,Mobile Payment,Boston,Department Store,True,Retiree,Summer,,Boylston Street
1000005799,2023-02-09 16:28:25,Bobby Lopez,"['Insect Repellent', 'Bread']",4,71.21,Mobile Payment,Dallas,Warehouse Club,False,Student,Spring,BOGO (Buy One Get One),Highland Park Road
1000005800,2023-10-20 17:54:37,Megan Meyers,"['Eggs', 'Apple']",10,87.94,Mobile Payment,Houston,Department Store,False,Teenager,Summer,Discount on Selected Items,Buffalo Speedway
1000005801,2023-11-10 23:41:55,Michael Logan,"['Mustard', 'Toothbrush', 'Toothpaste', 'Plant Fertilizer', 'Banana']",5,49.62,Debit Card,Seattle,Specialty Store,True,Senior Citizen,Spring,,University Way
1000005802,2023-05-22 01:57:48,Kristie Harris,['Syrup'],5,29.2,Cash,Atlanta,Supermarket,False,Professional,Winter,,Spring Street
1000005803,2022-04-14 08:59:16,Jill Johnson,"['Tomatoes', 'Onions', 'Broom']",6,5.83,Debit Card,Chicago,Supermarket,False,Homemaker,Fall,Discount on Selected Items,Randolph Street
1000005804,2021-05-03 00:28:28,Deborah Pope,"['Dustpan', 'Toothpaste']",1,65.62,Credit Card,New York,Convenience Store,False,Professional,Fall,,Madison Avenue
1000005805,2023-10-26 07:39:56,Christina Charles,"['Cleaning Spray', 'Deodorant', 'Vacuum Cleaner', 'Yogurt', 'Trash Cans']",4,16.75,Mobile Payment,San Francisco,Specialty Store,True,Student,Spring,BOGO (Buy One Get One),Mission Street
1000005806,2020-06-14 20:43:12,Trevor Austin,"['Pasta', 'Shaving Cream']",1,51.57,Mobile Payment,Seattle,Pharmacy,True,Young Adult,Winter,Discount on Selected Items,12th Avenue
1000005807,2022-04-22 07:27:41,Mark Beard,"['Tuna', 'Toothpaste', 'Ice Cream', 'Mayonnaise']",4,69.79,Debit Card,Los Angeles,Convenience Store,False,Teenager,Winter,BOGO (Buy One Get One),Melrose Avenue
1000005808,2022-10-29 04:05:22,Carol Santos,"['Peanut Butter', 'Cereal Bars', 'Toothpaste', 'Extension Cords']",9,34.06,Credit Card,Miami,Supermarket,True,Professional,Fall,Discount on Selected Items,Alton Road
1000005809,2020-06-01 20:30:12,Brian Palmer,"['Canned Soup', 'Dish Soap', 'Jam']",9,19.6,Debit Card,Seattle,Convenience Store,True,Teenager,Winter,BOGO (Buy One Get One),12th Avenue
1000005810,2020-02-25 00:27:34,Christopher Vasquez,"['Jam', 'Orange']",5,95.07,Credit Card,Atlanta,Convenience Store,False,Student,Winter,,Howell Mill Road
1000005811,2021-12-29 01:23:39,Tanya Hayes,['Cheese'],6,26.46,Mobile Payment,New York,Pharmacy,False,Senior Citizen,Spring,Discount on Selected Items,Wall Street
1000005812,2022-05-07 16:25:50,Christine Jones,"['Vinegar', 'Toilet Paper', 'Trash Cans']",4,7.52,Mobile Payment,Boston,Specialty Store,True,Retiree,Winter,Discount on Selected Items,Commonwealth Avenue
