Transaction_ID,Date,Time_of_Purchase,Customer_ID,Customer_Name,Age,Gender,Income_Level,Visit_Frequency,Customer_Category,Loyalty_Member,Products,Product_Categories,Total_Items,Total_Cost,Payment_Method,Discount_Applied,City,Region,Store_Type,Street,Season,Day_of_Week
TXN4797154,2024-08-01,11:02:55,CUST89503,Shanaya Toor,59,Male,High,Monthly,Budget Buyer,No,"Fruit Juice, Sneakers","Beverages, Clothing",2,4993.29,Net Banking,0.0,Ahmedabad,West,Supermarket,"493, Sengupta Zila, Ahmedabad, India",Monsoon,Thursday
TXN6164795,2024-06-22,11:02:55,CUST29749,Anaya Gour,46,Male,High,Weekly,First-Time Shopper,Yes,Hair Oil,Personal Care,1,3073.01,Cash,0.0,Delhi,North,Supermarket,"H.No. 03, Acharya Zila, Delhi, India",Summer,Saturday
TXN4117871,2024-04-27,11:02:55,CUST54363,Eva Soman,50,Female,Middle,Weekly,First-Time Shopper,No,"Bread, Kurta, Face Cream","Groceries, Clothing, Personal Care",3,11323.130000000001,Cash,0.0,Delhi,North,Supermarket,"82/95, Char Marg, Delhi, India",Spring,Saturday
TXN6719130,2024-08-28,11:02:55,CUST21074,Miraya Khalsa,59,Female,Low,Monthly,Budget Buyer,No,"Soft Drink, Smartwatch, Kurta","Beverages, Electronics, Clothing",3,6989.59,Net Banking,0.0,Mumbai,West,Supermarket,"678, Sama, Mumbai, India",Monsoon,Wednesday
TXN5098179,2024-05-26,11:02:55,CUST48181,Divit Master,47,Male,Low,Monthly,First-Time Shopper,No,"Soft Drink, Chocolate","Beverages, Snacks",2,5944.17,Debit Card,0.0,Lucknow,North,Supermarket,"22, Batta Ganj, Lucknow, India",Spring,Sunday
TXN5275313,2024-05-24,11:02:55,CUST90809,Hansh Behl,57,Female,High,Occasional,Luxury Shopper,No,"Chocolate, Bread, Smartphone","Snacks, Groceries, Electronics",3,10303.859999999999,Credit Card,0.0,Hyderabad,South,Supermarket,"H.No. 253, Wagle Road, Hyderabad, India",Spring,Friday
TXN8585443,2025-01-05,11:02:55,CUST91046,Raghav Wadhwa,30,Male,Low,Weekly,Luxury Shopper,No,"Tea, Smartphone","Groceries, Electronics",2,4681.18,Debit Card,4.45,Bangalore,South,Supermarket,"H.No. 44, Uppal Nagar, Bangalore, India",Winter,Sunday
TXN2064542,2025-01-04,11:02:55,CUST49709,Hansh Shukla,58,Female,High,Monthly,First-Time Shopper,Yes,"Green Tea, Bluetooth Speaker, Wall Art","Beverages, Electronics, Home Decor",3,5406.700000000001,UPI,0.0,Jaipur,North,Supermarket,"H.No. 112, Raj Path, Jaipur, India",Winter,Saturday
TXN3713713,2024-05-12,11:02:55,CUST21793,Vardaniya Issac,21,Male,Middle,Occasional,Frequent Shopper,Yes,"Trousers, Wall Art, Kurta","Clothing, Home Decor, Clothing",3,6816.900000000001,Net Banking,0.0,Lucknow,North,Supermarket,"95, Bawa Marg, Lucknow, India",Spring,Sunday
TXN4331545,2024-10-20,11:02:55,CUST77101,Lakshit Ramaswamy,30,Female,Middle,Monthly,Frequent Shopper,No,"Chocolate, Shirt","Snacks, Clothing",2,5842.34,Net Banking,20.05,Ahmedabad,West,Supermarket,"530, Manne Zila, Ahmedabad, India",Autumn,Sunday
TXN9917592,2024-12-28,11:02:55,CUST96100,Vedika Jaggi,64,Female,High,Occasional,Luxury Shopper,No,"Bluetooth Speaker, Shampoo, Namkeen","Electronics, Personal Care, Snacks",3,7656.749999999999,Net Banking,0.0,Chennai,South,Supermarket,"395, Kohli, Chennai, India",Winter,Saturday
TXN9979675,2024-02-06,11:02:55,CUST71157,Anika Khalsa,18,Male,Middle,Weekly,Luxury Shopper,Yes,"Spices, Kurta, Soft Drink, Energy Drink","Groceries, Clothing, Beverages, Beverages",4,8334.439999999999,Cash,0.0,Kolkata,East,Supermarket,"97/76, Chad Zila, Kolkata, India",Winter,Tuesday
TXN9125935,2024-09-06,11:02:55,CUST78568,Vanya Kadakia,53,Female,Low,Monthly,First-Time Shopper,Yes,Bread,Groceries,1,676.12,UPI,25.36,Ahmedabad,West,Supermarket,"H.No. 14, Buch, Ahmedabad, India",Autumn,Friday
TXN7261372,2024-12-11,11:02:55,CUST94314,Samiha Talwar,60,Female,Middle,Weekly,Budget Buyer,Yes,"Bluetooth Speaker, Noodles","Electronics, Snacks",2,6087.65,UPI,0.0,Hyderabad,South,Supermarket,"H.No. 009, Ramakrishnan Marg, Hyderabad, India",Winter,Wednesday
TXN6697068,2024-09-23,11:02:55,CUST90543,Advik Thakkar,63,Male,High,Occasional,Frequent Shopper,Yes,"Chocolate, Sneakers, Flower Vase","Snacks, Clothing, Home Decor",3,12336.52,UPI,2.78,Chennai,South,Supermarket,"H.No. 18, Sur Zila, Chennai, India",Autumn,Monday
TXN6339232,2024-11-13,11:02:55,CUST80592,Zain Jani,46,Female,Low,Weekly,Luxury Shopper,No,Bluetooth Speaker,Electronics,1,397.57,Cash,9.37,Kolkata,East,Supermarket,"066, Bassi Marg, Kolkata, India",Autumn,Wednesday
TXN4136150,2024-09-19,11:02:55,CUST45238,Jayan Shukla,60,Female,Middle,Occasional,Frequent Shopper,No,"Hoodie, Chips","Clothing, Snacks",2,4926.2,Debit Card,1.86,Ahmedabad,West,Supermarket,"H.No. 117, Goswami Road, Ahmedabad, India",Autumn,Thursday
TXN7091560,2024-12-01,11:02:55,CUST36972,Pari Subramanian,47,Female,High,Occasional,Frequent Shopper,No,"Hair Oil, Chocolate","Personal Care, Snacks",2,6472.1,Cash,0.0,Jaipur,North,Supermarket,"88/934, Karnik Chowk, Jaipur, India",Winter,Sunday
TXN3435043,2024-04-18,11:02:55,CUST38592,Devansh Balakrishnan,29,Female,Middle,Weekly,Budget Buyer,No,"Shampoo, Shampoo","Personal Care, Personal Care",2,4729.65,Cash,0.0,Chennai,South,Supermarket,"H.No. 106, Agarwal Nagar, Chennai, India",Spring,Thursday
TXN4725937,2025-01-24,11:02:55,CUST85691,Aarush Shere,49,Female,Middle,Occasional,Budget Buyer,No,"Chips, Smartwatch","Snacks, Electronics",2,4098.400000000001,UPI,26.03,Kolkata,East,Supermarket,"59/73, Bains Chowk, Kolkata, India",Winter,Friday
TXN8297207,2024-02-28,11:02:55,CUST98275,Farhan Chahal,50,Male,Low,Weekly,Frequent Shopper,No,"Dry Fruits, Chips","Snacks, Snacks",2,5673.87,Net Banking,2.51,Jaipur,North,Supermarket,"H.No. 55, Bhardwaj Path, Jaipur, India",Winter,Wednesday
TXN8669815,2024-11-14,11:02:55,CUST68443,Chirag Choudhry,55,Male,Middle,Weekly,Luxury Shopper,Yes,"Sneakers, Chocolate, Shirt, Rice","Clothing, Snacks, Clothing, Groceries",4,9518.84,Cash,23.06,Jaipur,North,Supermarket,"22/266, Bail Path, Jaipur, India",Autumn,Thursday
TXN3543600,2024-02-22,11:02:55,CUST18650,Gatik Khare,52,Male,Middle,Weekly,Luxury Shopper,Yes,"Laptop, Hair Oil, Namkeen","Electronics, Personal Care, Snacks",3,8208.42,Debit Card,0.0,Ahmedabad,West,Supermarket,"05/694, Sengupta, Ahmedabad, India",Winter,Thursday
TXN3947758,2024-01-31,11:02:55,CUST71705,Ranbir Gaba,31,Male,Middle,Weekly,Luxury Shopper,Yes,"Lamp, Sugar, Wall Art, Fruit Juice","Home Decor, Groceries, Home Decor, Beverages",4,5976.179999999999,Cash,0.0,Chennai,South,Supermarket,"88, Korpal Road, Chennai, India",Winter,Wednesday
TXN7174686,2024-05-19,11:02:55,CUST60877,Pranay Rau,29,Male,Middle,Monthly,Frequent Shopper,No,"Bluetooth Speaker, Smartwatch, Flower Vase","Electronics, Electronics, Home Decor",3,9057.84,UPI,0.0,Mumbai,West,Supermarket,"512, Bajaj Nagar, Mumbai, India",Spring,Sunday
TXN9866891,2025-01-05,11:02:55,CUST86564,Riya Gera,48,Male,Middle,Weekly,Frequent Shopper,Yes,"Shampoo, Chips, Noodles","Personal Care, Snacks, Snacks",3,5825.08,Credit Card,0.0,Chennai,South,Supermarket,"15/828, Choudhry Road, Chennai, India",Winter,Sunday
TXN3866327,2024-06-06,11:02:55,CUST70708,Shalv Kalla,36,Female,High,Occasional,Frequent Shopper,No,"Cushion Covers, Green Tea, Headphones, Flower Vase","Home Decor, Beverages, Electronics, Home Decor",4,11709.169999999998,Debit Card,0.0,Ahmedabad,West,Supermarket,"58/69, Tara Chowk, Ahmedabad, India",Summer,Thursday
TXN1874584,2024-08-28,11:02:55,CUST89949,Prerak Soni,51,Female,High,Monthly,Luxury Shopper,Yes,"Headphones, Soft Drink","Electronics, Beverages",2,8295.130000000001,Cash,1.29,Kolkata,East,Supermarket,"027, Randhawa Circle, Kolkata, India",Monsoon,Wednesday
TXN3568664,2024-08-15,11:02:55,CUST28126,Dhanuk Karpe,32,Female,Low,Occasional,Budget Buyer,No,"Soft Drink, Coffee, Smartphone","Beverages, Groceries, Electronics",3,6130.92,Debit Card,12.09,Ahmedabad,West,Supermarket,"45/618, Balay Path, Ahmedabad, India",Monsoon,Thursday
TXN8832103,2025-01-24,11:02:55,CUST99429,Akarsh Grover,34,Female,High,Occasional,Budget Buyer,Yes,"Hair Oil, Chocolate, Rice, Bluetooth Speaker","Personal Care, Snacks, Groceries, Electronics",4,9365.289999999999,Debit Card,0.0,Bangalore,South,Supermarket,"H.No. 04, Chaudhary Circle, Bangalore, India",Winter,Friday
TXN7373093,2024-03-17,11:02:55,CUST31064,Stuvan Reddy,27,Female,Low,Monthly,Luxury Shopper,No,"Hair Oil, Cushion Covers","Personal Care, Home Decor",2,3072.8999999999996,Credit Card,18.81,Kolkata,East,Supermarket,"76/825, Bandi Road, Kolkata, India",Spring,Sunday
TXN9765422,2024-08-27,11:02:55,CUST25285,Trisha Wadhwa,42,Male,High,Occasional,Luxury Shopper,Yes,"Sugar, Flower Vase, Laptop","Groceries, Home Decor, Electronics",3,7080.1900000000005,Net Banking,21.21,Bangalore,South,Supermarket,"21/460, Khanna Chowk, Bangalore, India",Monsoon,Tuesday
TXN5380448,2024-09-11,11:02:55,CUST94970,Jhanvi Trivedi,54,Male,High,Weekly,First-Time Shopper,Yes,"Green Tea, Soap, Fruit Juice, Noodles","Beverages, Personal Care, Beverages, Snacks",4,11724.98,UPI,28.19,Hyderabad,South,Supermarket,"43/939, Thakkar Path, Hyderabad, India",Autumn,Wednesday
TXN1070271,2024-11-27,11:02:55,CUST76601,Sana Mahal,29,Female,Middle,Weekly,Frequent Shopper,No,"Sneakers, Cushion Covers","Clothing, Home Decor",2,8313.15,Credit Card,25.77,Hyderabad,South,Supermarket,"H.No. 76, Agarwal Path, Hyderabad, India",Autumn,Wednesday
TXN5367675,2025-01-04,11:02:55,CUST17671,Rohan Krish,53,Female,Low,Weekly,Budget Buyer,No,"Smartwatch, Hoodie","Electronics, Clothing",2,3224.0,Net Banking,5.93,Ahmedabad,West,Supermarket,"74, Sachdev Road, Ahmedabad, India",Winter,Saturday
TXN3447729,2024-12-22,11:02:55,CUST24132,Lakshit Baria,42,Male,Middle,Weekly,Luxury Shopper,No,"Wall Art, Flower Vase, Hair Oil","Home Decor, Home Decor, Personal Care",3,8180.26,Net Banking,0.0,Lucknow,North,Supermarket,"867, Bhatnagar Circle, Lucknow, India",Winter,Sunday
TXN5109571,2024-08-23,11:02:55,CUST20759,Aaryahi Chakraborty,23,Male,Low,Monthly,Frequent Shopper,Yes,"Biscuits, Bread, Chocolate, Cushion Covers","Snacks, Groceries, Snacks, Home Decor",4,10671.779999999999,Cash,25.99,Ahmedabad,West,Supermarket,"78/423, Sahota Chowk, Ahmedabad, India",Monsoon,Friday
TXN3821065,2024-02-16,11:02:55,CUST33121,Arnav Dugar,60,Female,Low,Weekly,Luxury Shopper,Yes,"Noodles, Curtains, Laptop","Snacks, Home Decor, Electronics",3,6793.91,Credit Card,0.0,Pune,West,Supermarket,"17/175, Sachdeva Chowk, Pune, India",Winter,Friday
TXN9982498,2025-01-19,11:02:55,CUST13494,Indranil Bora,60,Female,High,Weekly,Budget Buyer,No,"Soft Drink, Dal","Beverages, Groceries",2,4410.57,Credit Card,23.74,Pune,West,Supermarket,"36/13, Bhakta Circle, Pune, India",Winter,Sunday
TXN6564501,2024-09-22,11:02:55,CUST50772,Jivin Anand,45,Female,Low,Occasional,Budget Buyer,No,"Shampoo, Jeans, Curtains, Soap","Personal Care, Clothing, Home Decor, Personal Care",4,12928.89,Debit Card,3.15,Chennai,South,Supermarket,"02/873, Sen Road, Chennai, India",Autumn,Sunday
TXN7193163,2024-01-29,11:02:55,CUST87137,Krish Jayaraman,34,Male,Low,Occasional,Budget Buyer,Yes,"Namkeen, Sneakers, Dry Fruits, Lamp","Snacks, Clothing, Snacks, Home Decor",4,10130.16,Credit Card,14.0,Delhi,North,Supermarket,"756, Mann Street, Delhi, India",Winter,Monday
TXN1633045,2024-05-10,11:02:55,CUST49433,Indrajit Bhatt,22,Male,Low,Occasional,Luxury Shopper,Yes,"Shirt, Kurta, Jeans","Clothing, Clothing, Clothing",3,11730.099999999999,Credit Card,0.0,Lucknow,North,Supermarket,"42/932, Karpe Marg, Lucknow, India",Spring,Friday
TXN9102749,2024-03-23,11:02:55,CUST10011,Renee Gandhi,46,Female,Middle,Occasional,Frequent Shopper,No,"Cushion Covers, Noodles","Home Decor, Snacks",2,4907.8,UPI,20.01,Jaipur,North,Supermarket,"082, Sandhu Marg, Jaipur, India",Spring,Saturday
TXN6349656,2024-08-25,11:02:55,CUST35189,Anya Ghosh,47,Female,High,Weekly,Luxury Shopper,No,"Face Cream, Trousers","Personal Care, Clothing",2,6615.19,Cash,0.28,Pune,West,Supermarket,"81/73, Sinha Zila, Pune, India",Monsoon,Sunday
TXN8563032,2024-06-17,11:02:55,CUST76001,Adira Arya,38,Male,High,Monthly,First-Time Shopper,No,"Energy Drink, Shirt, Shirt, Chips","Beverages, Clothing, Clothing, Snacks",4,9401.380000000001,Cash,27.0,Chennai,South,Supermarket,"H.No. 240, Kala Ganj, Chennai, India",Summer,Monday
TXN8432017,2024-12-24,11:02:55,CUST14731,Kiaan Kadakia,52,Female,High,Occasional,Luxury Shopper,Yes,Hoodie,Clothing,1,4533.35,UPI,0.0,Chennai,South,Supermarket,"H.No. 827, Bhakta Circle, Chennai, India",Winter,Tuesday
TXN9924390,2024-06-02,11:02:55,CUST74144,Yashvi Savant,36,Male,Middle,Weekly,Luxury Shopper,Yes,Face Cream,Personal Care,1,1637.24,Debit Card,0.0,Bangalore,South,Supermarket,"58, Manne Road, Bangalore, India",Summer,Sunday
TXN2685429,2024-12-04,11:02:55,CUST38605,Taimur Sekhon,39,Female,Low,Weekly,Luxury Shopper,Yes,"Coffee, Face Cream, Wall Art","Groceries, Personal Care, Home Decor",3,5188.73,Net Banking,0.0,Mumbai,West,Supermarket,"H.No. 28, Sura Zila, Mumbai, India",Winter,Wednesday
TXN6000502,2024-12-05,11:02:55,CUST44628,Nirvi Vora,48,Male,High,Occasional,First-Time Shopper,No,Energy Drink,Beverages,1,4981.63,Cash,21.39,Kolkata,East,Supermarket,"93/199, Kunda Ganj, Kolkata, India",Winter,Thursday
TXN2960674,2024-03-01,11:02:55,CUST22578,Mamooty Gopal,62,Female,High,Monthly,Budget Buyer,Yes,"Soap, Namkeen, Soap","Personal Care, Snacks, Personal Care",3,4220.92,Cash,0.0,Lucknow,North,Supermarket,"H.No. 23, Comar Zila, Lucknow, India",Spring,Friday
TXN2660003,2024-10-27,11:02:55,CUST89964,Shalv Kuruvilla,29,Female,Middle,Monthly,First-Time Shopper,Yes,"Cushion Covers, Soft Drink, Soap","Home Decor, Beverages, Personal Care",3,9440.460000000001,Debit Card,17.47,Kolkata,East,Supermarket,"62/685, Dada Nagar, Kolkata, India",Autumn,Sunday
TXN9324897,2024-09-01,11:02:55,CUST22105,Mohanlal Sinha,27,Male,High,Occasional,Budget Buyer,Yes,"Hoodie, Wall Art, Energy Drink","Clothing, Home Decor, Beverages",3,6149.31,Debit Card,0.0,Kolkata,East,Supermarket,"H.No. 448, Sachdeva Marg, Kolkata, India",Autumn,Sunday
TXN8832228,2024-08-09,11:02:55,CUST75443,Emir Bajwa,26,Female,Middle,Weekly,Luxury Shopper,No,"Lamp, Cushion Covers","Home Decor, Home Decor",2,2548.54,Debit Card,4.02,Bangalore,South,Supermarket,"H.No. 632, Balakrishnan, Bangalore, India",Monsoon,Friday
TXN2479512,2024-12-17,11:02:55,CUST64117,Badal Dugal,46,Male,High,Weekly,Frequent Shopper,No,"Face Cream, Dal, Rice","Personal Care, Groceries, Groceries",3,14397.98,Cash,0.0,Hyderabad,South,Supermarket,"21/998, Chopra, Hyderabad, India",Winter,Tuesday
TXN8374898,2024-12-07,11:02:55,CUST14615,Rania Sharaf,46,Male,Low,Monthly,Luxury Shopper,Yes,Fruit Juice,Beverages,1,1679.25,Debit Card,0.0,Hyderabad,South,Supermarket,"H.No. 733, Chand Zila, Hyderabad, India",Winter,Saturday
TXN3215223,2024-07-05,11:02:55,CUST52789,Aaina Sarin,38,Male,High,Monthly,First-Time Shopper,No,"Wall Art, Fruit Juice","Home Decor, Beverages",2,4831.950000000001,UPI,0.0,Jaipur,North,Supermarket,"61/420, Bhatnagar Marg, Jaipur, India",Summer,Friday
TXN7801686,2024-09-24,11:02:55,CUST23392,Prerak Sodhi,43,Male,Low,Occasional,Budget Buyer,Yes,"Hoodie, Green Tea, Face Cream","Clothing, Beverages, Personal Care",3,10078.109999999999,UPI,0.0,Pune,West,Supermarket,"H.No. 249, Saini, Pune, India",Autumn,Tuesday
TXN9057981,2024-02-21,11:02:55,CUST68424,Nehmat Dhingra,57,Male,Middle,Weekly,First-Time Shopper,Yes,"Noodles, Smartphone, Soft Drink, Energy Drink","Snacks, Electronics, Beverages, Beverages",4,14013.71,Credit Card,0.0,Lucknow,North,Supermarket,"21/711, Bhatnagar Path, Lucknow, India",Winter,Wednesday
TXN7098601,2024-05-03,11:02:55,CUST18757,Kiaan Bhatia,45,Female,High,Weekly,Frequent Shopper,No,"Green Tea, Rice, Dal","Beverages, Groceries, Groceries",3,11289.779999999999,Cash,0.0,Jaipur,North,Supermarket,"841, Ravel Path, Jaipur, India",Spring,Friday
TXN1351304,2024-03-14,11:02:55,CUST18135,Amira Khatri,26,Female,Middle,Occasional,First-Time Shopper,Yes,Smartphone,Electronics,1,1848.67,Debit Card,1.9,Pune,West,Supermarket,"55, Talwar, Pune, India",Spring,Thursday
TXN9167952,2024-08-20,11:02:55,CUST35976,Taran Dash,50,Female,Low,Occasional,Frequent Shopper,Yes,"Flower Vase, Face Cream","Home Decor, Personal Care",2,2631.32,Credit Card,0.0,Jaipur,North,Supermarket,"425, Saran Road, Jaipur, India",Monsoon,Tuesday
TXN3186025,2024-07-19,11:02:55,CUST51274,Taimur Mangal,52,Male,Middle,Occasional,Luxury Shopper,No,"Saree, Hair Oil, Saree, Toothpaste","Clothing, Personal Care, Clothing, Personal Care",4,6460.2300000000005,UPI,11.81,Chennai,South,Supermarket,"H.No. 76, Doctor Street, Chennai, India",Summer,Friday
TXN9211138,2024-10-15,11:02:55,CUST24681,Kimaya Sodhi,56,Male,High,Occasional,Budget Buyer,Yes,"Tea, Toothpaste, Curtains","Groceries, Personal Care, Home Decor",3,7940.4400000000005,Cash,19.97,Hyderabad,South,Supermarket,"96/18, Gade Chowk, Hyderabad, India",Autumn,Tuesday
TXN7995869,2024-11-30,11:02:55,CUST74242,Ela Mand,64,Female,Middle,Monthly,First-Time Shopper,Yes,"Tablet, Hair Oil, Soap","Electronics, Personal Care, Personal Care",3,7657.19,Credit Card,10.49,Lucknow,North,Supermarket,"28/170, Kala Street, Lucknow, India",Autumn,Saturday
TXN2531569,2024-10-12,11:02:55,CUST67292,Priyansh Dugar,44,Female,High,Weekly,First-Time Shopper,No,"Sugar, Cushion Covers","Groceries, Home Decor",2,7381.78,UPI,0.0,Jaipur,North,Supermarket,"52/24, Baria Ganj, Jaipur, India",Autumn,Saturday
TXN1547806,2024-05-03,11:02:55,CUST90854,Alia Bhatti,39,Female,High,Monthly,Luxury Shopper,No,"Smartwatch, Fruit Juice, Dry Fruits","Electronics, Beverages, Snacks",3,8120.560000000001,Net Banking,22.25,Jaipur,North,Supermarket,"H.No. 838, Yogi Circle, Jaipur, India",Spring,Friday
TXN5549229,2024-12-21,11:02:55,CUST54210,Prisha Saha,52,Male,Low,Occasional,First-Time Shopper,Yes,"Soft Drink, Face Cream, Wall Art","Beverages, Personal Care, Home Decor",3,4569.88,UPI,0.0,Hyderabad,South,Supermarket,"10, Jani Circle, Hyderabad, India",Winter,Saturday
TXN4571188,2025-01-03,11:02:55,CUST76579,Jivin Jani,25,Female,High,Monthly,First-Time Shopper,No,"Soap, Dry Fruits, Wall Art","Personal Care, Snacks, Home Decor",3,2764.41,Cash,10.57,Mumbai,West,Supermarket,"59/194, Srinivas Nagar, Mumbai, India",Winter,Friday
TXN6485970,2024-08-31,11:02:55,CUST67284,Adira Ratta,35,Female,Low,Weekly,Budget Buyer,No,"Lamp, Trousers, Saree","Home Decor, Clothing, Clothing",3,8007.51,UPI,0.58,Ahmedabad,West,Supermarket,"H.No. 25, Varghese Nagar, Ahmedabad, India",Monsoon,Saturday
TXN2408013,2024-09-08,11:02:55,CUST70022,Shamik Gupta,31,Male,Low,Weekly,Luxury Shopper,No,"Hair Oil, Jeans, Trousers","Personal Care, Clothing, Clothing",3,6784.65,UPI,15.68,Kolkata,East,Supermarket,"29/755, Comar, Kolkata, India",Autumn,Sunday
TXN6789498,2024-07-04,11:02:55,CUST95589,Ishita Datta,58,Female,Low,Monthly,Luxury Shopper,Yes,Tea,Groceries,1,414.25,UPI,13.39,Mumbai,West,Supermarket,"H.No. 962, Ramanathan Zila, Mumbai, India",Summer,Thursday
TXN9785840,2024-02-03,11:02:55,CUST59202,Sara Sankar,54,Female,High,Weekly,Frequent Shopper,Yes,"Rice, Smartphone","Groceries, Electronics",2,4201.68,Net Banking,0.0,Hyderabad,South,Supermarket,"15/538, Dhawan Circle, Hyderabad, India",Winter,Saturday
TXN3654785,2024-07-17,11:02:55,CUST14701,Kaira Sagar,38,Male,High,Monthly,Frequent Shopper,No,"Saree, Tablet","Clothing, Electronics",2,7897.16,Cash,0.0,Kolkata,East,Supermarket,"53, Din Circle, Kolkata, India",Summer,Wednesday
TXN9136107,2024-05-04,11:02:55,CUST76072,Madhav Hans,41,Male,High,Occasional,Luxury Shopper,No,"Chocolate, Curtains, Trousers, Toothpaste","Snacks, Home Decor, Clothing, Personal Care",4,7946.110000000001,Debit Card,0.0,Kolkata,East,Supermarket,"H.No. 92, Shah Chowk, Kolkata, India",Spring,Saturday
TXN5793141,2024-10-07,11:02:55,CUST82121,Adah Balay,51,Female,High,Weekly,Luxury Shopper,No,"Coffee, Curtains, Chips, Biscuits","Groceries, Home Decor, Snacks, Snacks",4,14068.56,Net Banking,0.0,Lucknow,North,Supermarket,"H.No. 317, Sidhu Marg, Lucknow, India",Autumn,Monday
TXN3473445,2024-04-07,11:02:55,CUST10615,Shalv Shanker,52,Male,Middle,Weekly,First-Time Shopper,Yes,"Wall Art, Kurta, Headphones","Home Decor, Clothing, Electronics",3,12073.34,UPI,0.0,Mumbai,West,Supermarket,"86/504, Keer Circle, Mumbai, India",Spring,Sunday
TXN5294441,2024-03-16,11:02:55,CUST38046,Ivana Kapoor,64,Male,Low,Monthly,Luxury Shopper,No,"Spices, Kurta, Dry Fruits","Groceries, Clothing, Snacks",3,5781.06,Cash,0.0,Chennai,South,Supermarket,"840, Ahuja Zila, Chennai, India",Spring,Saturday
TXN9605763,2024-04-18,11:02:55,CUST43906,Anahita Sethi,21,Male,Middle,Weekly,Frequent Shopper,Yes,"Headphones, Fruit Juice","Electronics, Beverages",2,6943.59,Net Banking,10.69,Bangalore,South,Supermarket,"64/540, Kala Path, Bangalore, India",Spring,Thursday
TXN7573649,2024-10-08,11:02:55,CUST56306,Ivan Varughese,44,Male,Middle,Monthly,First-Time Shopper,No,"Jeans, Soft Drink, Dry Fruits","Clothing, Beverages, Snacks",3,10113.509999999998,Credit Card,29.71,Bangalore,South,Supermarket,"H.No. 187, Bose Ganj, Bangalore, India",Autumn,Tuesday
TXN9839873,2024-09-20,11:02:55,CUST61260,Shanaya Issac,34,Female,High,Monthly,Luxury Shopper,No,"Tablet, Hair Oil, Kurta","Electronics, Personal Care, Clothing",3,8216.95,Cash,10.95,Mumbai,West,Supermarket,"H.No. 80, Bala, Mumbai, India",Autumn,Friday
TXN6033855,2024-10-10,11:02:55,CUST15769,Urvi Taneja,63,Female,Middle,Monthly,Budget Buyer,Yes,"Biscuits, Green Tea","Snacks, Beverages",2,6234.51,Debit Card,0.0,Mumbai,West,Supermarket,"38/053, Kadakia Road, Mumbai, India",Autumn,Thursday
TXN8386354,2025-01-24,11:02:55,CUST51678,Aniruddh Sodhi,49,Female,High,Weekly,First-Time Shopper,Yes,"Soap, Smartwatch, Chips","Personal Care, Electronics, Snacks",3,5992.73,Net Banking,1.19,Bangalore,South,Supermarket,"240, Arya Ganj, Bangalore, India",Winter,Friday
TXN5569780,2024-04-14,11:02:55,CUST51032,Aayush Sarna,39,Male,High,Weekly,Luxury Shopper,Yes,"Dal, Headphones","Groceries, Electronics",2,8410.14,Cash,2.06,Lucknow,North,Supermarket,"088, Rout Path, Lucknow, India",Spring,Sunday
TXN2236197,2025-01-16,11:02:55,CUST24654,Siya Reddy,41,Male,Low,Occasional,First-Time Shopper,No,"Toothpaste, Kurta, Energy Drink","Personal Care, Clothing, Beverages",3,7954.129999999999,Cash,29.33,Ahmedabad,West,Supermarket,"348, Lall, Ahmedabad, India",Winter,Thursday
TXN6368387,2024-10-07,11:02:55,CUST91454,Tara Keer,53,Female,High,Weekly,Budget Buyer,Yes,"Noodles, Rice, Soap","Snacks, Groceries, Personal Care",3,5902.22,Net Banking,0.0,Lucknow,North,Supermarket,"63/895, Bakshi Marg, Lucknow, India",Autumn,Monday
TXN3702397,2024-02-10,11:02:55,CUST55051,Mishti Sehgal,34,Female,Low,Monthly,Frequent Shopper,No,"Smartwatch, Biscuits, Headphones","Electronics, Snacks, Electronics",3,6848.17,Credit Card,0.0,Ahmedabad,West,Supermarket,"654, Kannan Chowk, Ahmedabad, India",Winter,Saturday
TXN5257689,2024-04-14,11:02:55,CUST18760,Zain Shenoy,65,Female,Middle,Monthly,First-Time Shopper,Yes,"Spices, Spices, Fruit Juice","Groceries, Groceries, Beverages",3,8634.63,Debit Card,0.0,Kolkata,East,Supermarket,"H.No. 110, Deol Circle, Kolkata, India",Spring,Sunday
TXN3601905,2024-12-01,11:02:55,CUST49733,Misha Virk,45,Male,High,Weekly,Budget Buyer,No,"Hair Oil, Namkeen","Personal Care, Snacks",2,2146.9,Net Banking,15.88,Hyderabad,South,Supermarket,"90/163, Lad Path, Hyderabad, India",Winter,Sunday
TXN3825636,2024-04-01,11:02:55,CUST98465,Sumer Ben,25,Male,High,Monthly,Luxury Shopper,Yes,"Fruit Juice, Shampoo, Cushion Covers","Beverages, Personal Care, Home Decor",3,9347.189999999999,Debit Card,8.64,Mumbai,West,Supermarket,"H.No. 60, Boase Nagar, Mumbai, India",Spring,Monday
TXN6230115,2024-11-21,11:02:55,CUST75844,Krish Andra,25,Male,Middle,Weekly,First-Time Shopper,Yes,"Cushion Covers, Saree, Hair Oil","Home Decor, Clothing, Personal Care",3,9512.079999999998,Cash,17.17,Pune,West,Supermarket,"H.No. 958, Bahri Road, Pune, India",Autumn,Thursday
TXN3845765,2024-09-04,11:02:55,CUST94980,Neelofar Sem,48,Female,Middle,Occasional,Budget Buyer,No,Hair Oil,Personal Care,1,152.71,UPI,0.0,Hyderabad,South,Supermarket,"H.No. 49, Sengupta, Hyderabad, India",Autumn,Wednesday
